20002 70000
266 17766 -1000
20001 267 0
267 18407 -5831
267 10997 -6927
267 11549 -4518
267 17292 -3972
267 16675 -8409
267 14620 -767
20001 268 0
268 12211 -4716
268 19460 -4109
268 16466 -8141
268 11792 -6980
268 13008 -2029
268 14313 -9553
20001 269 0
269 12160 -7710
269 19725 -8226
269 13868 -8445
269 16042 -5189
269 12761 -8452
20001 270 0
270 16372 -5627
270 12856 -8046
270 12689 -6227
270 12453 -775
270 12329 -5587
270 19427 -1563
20001 271 0
271 14908 -9677
271 12196 -4224
271 18827 -9678
271 17938 -3150
271 13393 -3345
20001 272 0
272 16571 -9804
272 12974 -6864
272 10479 -3742
272 14011 -8290
272 16323 -9934
20001 273 0
273 16641 -8762
273 19939 -1953
273 17337 -5107
20001 274 0
274 11791 -3381
274 10132 -4641
274 11017 -1136
20001 275 0
275 10080 -5285
275 12836 -5783
275 15071 -9613
275 10211 -9492
20001 276 0
276 15233 -6981
276 15786 -5589
276 16921 -3942
276 17419 -7357
276 17625 -5224
276 16635 -8706
276 19762 -6731
20001 277 0
277 13102 -692
277 14007 -6170
277 16619 -2681
277 16677 -1446
277 17199 -5525
277 19235 -6931
20001 278 0
278 15036 -2007
278 16300 -9926
278 13188 -9400
278 10587 -6072
278 14064 -3835
278 19017 -6415
278 14554 -3667
278 16964 -8115
278 17812 -5964
20001 279 0
279 12378 -9269
279 10933 -2329
279 11128 -1292
279 18548 -7275
279 11929 -3050
279 12400 -8470
20001 280 0
280 10675 -4833
280 14742 -8224
280 16617 -1296
280 16698 -1233
280 16906 -6476
20001 281 0
281 19597 -6068
281 14572 -9010
281 16016 -9994
281 11056 -9587
20001 282 0
282 16591 -8061
282 12988 -8317
282 18547 -6216
282 19913 -7715
282 14651 -7175
282 10305 -397
282 16748 -998
20001 283 0
283 13988 -2189
283 14761 -7252
283 11429 -1004
283 10809 -2600
283 15795 -4141
283 11535 -6341
20001 284 0
284 12758 -4275
284 10502 -2359
284 11482 -6543
284 19399 -7031
284 13789 -4057
20001 285 0
285 18235 -9365
285 12274 -7860
285 12377 -436
285 14111 -8400
20001 286 0
286 12309 -5639
286 14670 -9172
286 19511 -5315
286 18122 -3192
286 17505 -9143
286 16238 -5353
20001 287 0
287 10384 -3070
287 11197 -5361
287 18836 -7689
287 15712 -4752
287 12178 -2128
287 13449 -5952
287 12853 -1543
287 17061 -194
287 15137 -5433
20001 288 0
288 15292 -659
288 18259 -8143
288 10366 -7618
288 11524 -2055
288 19741 -6722
20001 289 0
289 17749 -7101
289 19532 -3096
20001 290 0
290 18526 -7749
290 13426 -6177
290 10874 -1927
290 10558 -4345
290 12766 -5125
290 13540 -5318
290 14268 -6460
20001 291 0
291 18792 -5196
291 16094 -9395
291 15437 -1793
291 14610 -8657
291 17928 -6233
291 10667 -6504
291 19508 -8047
291 14404 -8631
291 18440 -8635
291 11070 -6382
291 14623 -7551
20001 292 0
292 12783 -1706
292 10490 -4484
292 19632 -352
292 17343 -1571
20001 293 0
293 10944 -117
293 15340 -7559
20001 294 0
294 13032 -3827
294 15950 -8523
294 19477 -4591
294 16286 -56
294 13409 -6727
20001 295 0
295 14631 -9473
295 17844 -6282
295 18368 -5099
295 17511 -9454
295 12263 -8105
295 11234 -3002
295 17240 -4813
295 15769 -4111
20001 296 0
296 17363 -5864
20001 297 0
297 19004 -3111
297 17614 -2609
297 18406 -7601
297 18187 -3826
297 18891 -7843
20001 298 0
298 18752 -821
298 19904 -5500
298 12943 -558
298 19000 -8824
298 14177 -9748
298 12701 -4355
298 14213 -3423
298 10857 -3794
20001 299 0
299 14694 -150
299 15754 -5754
299 10601 -4236
20001 300 0
300 11013 -1015
300 13767 -8762
300 16627 -1012
300 19784 -6079
20001 301 0
301 12130 -2106
301 10194 -7692
301 16576 -1901
301 17270 -1061
301 16520 -7309
301 13493 -328
301 19701 -5190
20001 302 0
302 11146 -9999
302 12657 -1224
302 16913 -2136
302 15507 -3746
302 12659 -5910
302 18357 -4494
302 12728 -9157
302 13058 -8684
20001 303 0
303 14342 -774
303 18928 -1999
303 12601 -3227
303 15519 -8376
303 11815 -7729
303 16980 -5968
303 12961 -1095
20001 304 0
304 16212 -8570
304 10201 -3719
304 13485 -7240
304 15456 -9273
304 14488 -442
304 13623 -6080
20001 305 0
305 13805 -9281
305 15750 -1545
305 16294 -1554
305 11303 -5715
305 18461 -1775
305 12025 -3516
20001 306 0
306 10436 -5014
306 14251 -3745
306 18084 -6706
306 13248 -1481
306 15103 -714
306 13498 -2677
20001 307 0
307 13966 -7777
307 17206 -9510
307 18133 -4887
307 19689 -6799
20001 308 0
308 12104 -9567
308 13360 -4019
308 18072 -1628
308 13476 -8229
308 17698 -5405
20001 309 0
309 13521 -1756
309 10701 -8411
309 17546 -3200
309 11813 -3504
309 11232 -9176
309 19514 -2093
20001 310 0
310 18109 -6647
310 16218 -1117
310 12819 -4623
310 14501 -211
310 12926 -6494
310 18151 -7025
20001 311 0
311 12014 -2057
311 15252 -932
311 13680 -135
311 13672 -1418
311 17408 -7890
311 16639 -4372
311 15152 -2546
20001 312 0
312 14733 -4237
312 11367 -2778
312 10707 -3799
20001 313 0
313 17979 -7224
313 16270 -9117
313 19277 -2073
313 18777 -137
20001 314 0
314 12303 -7123
314 17997 -1210
314 14615 -7778
314 17293 -7394
314 19142 -6652
20001 315 0
315 13743 -4358
315 17314 -9027
315 14473 -2706
315 10053 -6719
315 14629 -9101
315 12465 -6536
315 18678 -5053
315 12489 -1077
20001 316 0
316 15438 -2007
316 19248 -6241
316 18188 -6499
316 15207 -3998
20001 317 0
317 14176 -5836
317 17775 -7087
317 11164 -8407
317 13474 -2400
317 16447 -7148
317 15478 -8630
317 11040 -8700
20001 318 0
318 10888 -9466
318 14013 -536
318 19343 -638
318 15036 -2676
318 11909 -1903
20001 319 0
319 19103 -695
319 10603 -223
319 17300 -8547
319 15820 -7956
319 13065 -1641
319 14293 -7606
319 16509 -2178
319 15361 -2014
20001 320 0
320 17625 -4615
20001 321 0
321 10851 -62
321 10033 -9255
321 14517 -2956
321 12225 -5385
321 11656 -2102
321 12751 -773
321 19510 -4889
321 18982 -5726
20001 322 0
322 18612 -389
322 19770 -418
20001 323 0
323 16345 -319
323 14180 -2359
323 15795 -2819
323 18420 -9897
323 16709 -5066
323 13731 -7522
323 18108 -7124
323 12485 -6808
20001 324 0
324 10416 -3218
324 16112 -6065
20001 325 0
325 11480 -2320
325 11802 -5044
325 16385 -2969
20001 326 0
326 16212 -8529
326 16291 -8923
326 14966 -7352
20001 327 0
20001 328 0
328 19187 -5338
328 13725 -5668
328 19568 -3408
328 14485 -7209
328 16618 -2740
328 10516 -7355
20001 329 0
329 18282 -4970
329 14368 -7104
329 11675 -7712
329 18547 -5634
329 16508 -6408
20001 330 0
330 11180 -1400
330 16070 -9340
330 17841 -5625
330 14064 -8638
330 15272 -3160
330 11151 -418
20001 331 0
331 15469 -7262
331 19503 -2845
331 10358 -8952
331 15148 -3855
20001 332 0
332 19832 -5872
332 17050 -5027
332 10785 -4354
332 12320 -4333
332 16677 -9643
20001 333 0
333 19270 -4707
20001 334 0
334 14761 -3556
334 18185 -552
334 11972 -5266
334 11923 -6935
334 18545 -8713
334 10905 -6762
334 12473 -8767
334 19800 -9587
20001 335 0
335 18913 -6608
335 19138 -5627
335 13365 -3694
20001 336 0
336 12435 -3545
336 19987 -8471
336 13727 -9201
336 18563 -5915
20001 337 0
337 15184 -4004
337 15364 -6981
337 12374 -500
337 13095 -9324
337 15723 -7186
20001 338 0
338 18269 -1245
338 14147 -2898
338 18980 -1866
20001 339 0
339 12565 -542
339 16884 -3708
339 10494 -8875
20001 340 0
340 14548 -6064
340 15177 -1217
340 14072 -5759
340 16006 -2918
340 19974 -9228
340 13523 -1486
340 17617 -4268
20001 341 0
341 12791 -566
341 13979 -8255
341 15131 -9070
341 17582 -5774
341 10351 -1128
341 15800 -9071
341 19423 -9863
341 15393 -5738
20001 342 0
342 12317 -4058
342 14518 -9326
342 18498 -5318
342 13685 -2874
342 17157 -3478
342 11367 -2340
342 19581 -7357
20001 343 0
343 15869 -7589
343 11486 -2958
343 13339 -624
343 18466 -607
343 18870 -8903
20001 344 0
344 16655 -1165
344 16564 -2446
344 17080 -3666
344 10903 -4101
344 13076 -1483
344 15949 -5571
344 14014 -3026
344 15225 -3049
344 15291 -4616
344 16569 -9025
20001 345 0
345 12347 -3994
345 10827 -3697
345 18456 -5230
20001 346 0
346 12322 -9290
346 13591 -7641
346 11157 -8370
20001 347 0
347 15371 -5645
347 18493 -7078
347 10266 -3236
347 14286 -8822
20001 348 0
348 16064 -2489
348 15175 -6464
348 19726 -3767
348 13952 -4777
348 12701 -9315
348 16932 -9846
348 10874 -628
348 17918 -4253
20001 349 0
349 17204 -7900
349 10423 -8041
349 19584 -6359
349 17924 -1771
349 14245 -3223
349 15118 -1481
349 15993 -5399
20001 350 0
350 11081 -6469
350 17675 -805
350 11904 -710
350 13530 -5801
350 15692 -7327
20001 351 0
351 12482 -9268
351 17211 -743
351 13684 -7711
351 15030 -7256
351 11628 -7402
351 15120 -559
20001 352 0
352 11727 -1383
352 16012 -324
352 10290 -8909
352 16065 -2729
352 10499 -6108
352 18708 -1524
20001 353 0
353 10618 -109
353 14570 -8090
353 16180 -7439
353 15104 -9429
353 18607 -1282
353 13586 -4869
353 16243 -2402
353 12208 -1944
353 12802 -2091
353 16734 -2048
353 12275 -6253
353 12838 -6878
20001 354 0
354 10872 -8674
354 17102 -2000
354 12966 -3474
354 14265 -2145
354 17845 -8831
354 19138 -772
354 14476 -2745
20001 355 0
355 11410 -2658
355 12174 -9569
355 18974 -8720
355 12771 -512
355 14375 -9380
355 19613 -3974
20001 356 0
356 13686 -6964
356 16627 -2373
356 12062 -9406
356 19478 -6980
356 14248 -3788
356 18815 -7021
356 18403 -6066
20001 357 0
357 18341 -4265
357 16461 -9600
357 12884 -6915
357 13330 -9406
20001 358 0
358 17834 -4793
358 18748 -8713
358 10550 -7412
358 18540 -6041
20001 359 0
359 14956 -3532
359 12284 -3177
20001 360 0
360 11503 -9827
360 12219 -9952
360 13307 -1891
360 17750 -5963
360 14343 -9526
360 16104 -79
360 12892 -4365
360 14204 -1114
360 18437 -8745
20001 361 0
361 19552 -9213
361 12400 -4991
361 12898 -4050
361 14241 -4603
361 10318 -627
20001 362 0
362 11962 -3075
362 18934 -2898
362 11320 -6793
362 16259 -5605
362 13536 -3479
362 19965 -2537
362 18279 -8876
20001 363 0
363 17928 -9135
363 14884 -7773
363 15547 -6459
363 15715 -4266
20001 364 0
364 11412 -793
364 14173 -6412
364 10841 -1377
20001 365 0
365 15263 -1226
365 14319 -865
365 19921 -2247
365 10229 -7433
20001 366 0
366 17513 -3259
366 13314 -8241
366 10306 -9941
366 18810 -6179
20001 367 0
367 15308 -207
367 17093 -8839
367 18559 -750
367 16246 -5856
20001 368 0
368 10385 -5790
368 14989 -1350
20001 369 0
369 11813 -4648
369 13727 -6681
20001 370 0
370 11532 -3404
370 17587 -1962
20001 371 0
371 19754 -4305
20001 372 0
372 19622 -8789
20001 373 0
373 17706 -9458
373 19331 -1871
373 10593 -6919
373 17308 -3361
373 18553 -166
373 19165 -8750
20001 374 0
374 19963 -7964
374 18462 -2640
374 16612 -7238
374 12216 -6632
374 14915 -5444
20001 375 0
375 14595 -1469
20001 376 0
376 13788 -7903
376 13875 -4423
376 15202 -8716
376 18371 -3698
376 18929 -5153
376 12034 -9649
376 14781 -9804
20001 377 0
377 13390 -1277
377 13725 -8918
377 16224 -1788
377 11015 -3996
377 17164 -6369
377 13054 -7266
20001 378 0
378 12567 -2734
378 10945 -1901
378 13191 -8720
378 13547 -9775
378 12848 -6249
378 15857 -9551
378 12063 -3616
378 17960 -2387
378 10533 -1751
378 13002 -7043
378 16566 -8349
20001 379 0
379 14316 -5169
379 19701 -285
379 17343 -8341
379 17967 -2496
20001 380 0
380 13746 -7557
380 19363 -8973
380 12992 -3799
380 13147 -872
20001 381 0
381 15331 -6729
381 11187 -7316
381 10627 -609
381 15293 -1532
381 11791 -9527
381 18977 -496
20001 382 0
382 11120 -264
382 16226 -872
382 16749 -9196
382 19209 -1755
382 11999 -6926
382 14096 -4505
382 17757 -5032
20001 383 0
383 13892 -9335
383 18388 -4258
383 15126 -5966
383 19994 -9594
383 18203 -5153
383 16238 -5027
20001 384 0
384 17637 -4187
384 12554 -2282
384 12934 -9701
384 15052 -7120
384 15594 -4114
384 18859 -690
384 14114 -3857
20001 385 0
385 19901 -6789
385 10220 -8351
385 12454 -4413
20001 386 0
386 12619 -5815
386 14604 -9110
20001 387 0
387 19272 -7710
387 18015 -9709
387 11293 -1899
387 18995 -3775
387 10085 -3868
387 16757 -697
387 14228 -7010
20001 388 0
388 14427 -3880
388 10517 -8223
388 17725 -5912
388 16525 -4511
20001 389 0
389 18428 -7485
389 17726 -239
389 13646 -1194
389 13651 -868
389 18015 -906
389 19590 -5108
389 16521 -2905
389 13289 -426
389 10815 -6037
389 17300 -4231
389 17397 -1408
20001 390 0
390 13233 -9247
390 10793 -7238
390 18747 -8866
390 10121 -7548
390 11199 -4890
390 11606 -7971
390 19305 -1928
390 12156 -4495
20001 391 0
391 14304 -8158
391 15435 -6862
391 18098 -2711
391 15158 -5027
20001 392 0
392 18530 -9953
392 17004 -1708
392 14637 -7744
392 19970 -2265
392 10168 -538
392 13099 -1357
392 14915 -2058
392 13360 -4124
20001 393 0
393 19736 -3606
393 17493 -268
393 18157 -7783
393 10083 -1755
393 16267 -9485
20001 394 0
394 12048 -81
394 16180 -9064
394 14123 -7071
394 10156 -8450
20001 395 0
395 11837 -7178
395 17567 -1697
395 16113 -8099
395 19574 -8219
395 15844 -9047
395 16572 -4816
395 13880 -629
395 19386 -6086
395 15221 -6632
395 15378 -9971
20001 396 0
396 10179 -9540
396 12839 -8383
396 15490 -2187
20001 397 0
397 14422 -8777
397 15478 -2016
397 12101 -3036
397 13920 -4100
397 16870 -4644
397 16715 -3059
397 12766 -9879
20001 398 0
398 17027 -9570
398 10443 -8580
398 11938 -6390
20001 399 0
399 12069 -8100
399 12287 -1672
399 18671 -7545
399 15398 -679
399 19888 -4564
399 12311 -9811
399 15816 -2740
399 14990 -1394
399 13750 -3755
20001 400 0
400 13990 -7405
400 15843 -8605
400 11578 -4541
20001 401 0
401 15965 -9349
401 11380 -6692
401 16150 -7942
401 19196 -1665
401 18291 -2258
20001 402 0
402 19164 -4571
402 16461 -225
402 13395 -1407
402 15014 -8301
402 13855 -7395
20001 403 0
403 13614 -9371
403 10317 -3078
403 19874 -915
403 12600 -6649
20001 404 0
404 13698 -8193
404 14144 -9625
20001 405 0
405 18080 -3322
405 16007 -4827
405 17822 -1007
405 18859 -8012
405 17170 -1590
20001 406 0
406 13141 -8433
406 14678 -4391
406 10244 -4906
406 14040 -4386
406 11295 -3473
406 19695 -7048
406 15467 -1600
406 12481 -7138
20001 407 0
407 19009 -4332
407 17137 -6194
407 19740 -1612
407 10335 -5944
407 19880 -9810
20001 408 0
408 10048 -882
408 18195 -8878
408 10775 -3555
20001 409 0
409 12568 -8010
409 18874 -5479
409 11736 -6590
409 17769 -9273
20001 410 0
410 11688 -956
410 10340 -6291
410 17865 -780
410 18739 -8607
410 14339 -9820
410 11434 -7756
410 19500 -3534
20001 411 0
411 19776 -532
411 19032 -8037
411 14335 -6057
411 14053 -1797
20001 412 0
412 13193 -3114
412 17700 -743
412 11519 -4091
20001 413 0
413 18282 -2289
413 11752 -2304
20001 414 0
414 17987 -2157
414 19622 -5267
414 17909 -9331
414 19773 -6766
414 16054 -9992
414 11301 -3626
414 15364 -5099
20001 415 0
415 13300 -5096
415 12084 -4513
415 11131 -7325
415 16080 -5503
415 11719 -5439
20001 416 0
416 12373 -1500
416 14088 -5806
416 14867 -4177
416 19233 -3671
416 10175 -3241
20001 417 0
417 13065 -2587
417 16056 -4277
417 16609 -5375
417 17765 -4009
417 12263 -2017
417 12320 -2923
417 18083 -7587
20001 418 0
418 16439 -5498
418 13225 -309
418 11515 -7044
418 13527 -8420
418 11667 -7533
418 14994 -6551
418 13022 -2786
418 11567 -821
20001 419 0
419 15561 -3774
419 19193 -6439
419 12969 -4717
419 10851 -2442
419 16590 -2116
419 13456 -3802
419 12648 -5286
419 18719 -9396
419 17379 -7622
20001 420 0
420 19475 -8319
420 18029 -88
420 12288 -7572
420 13264 -5150
420 14967 -7873
420 17689 -2314
420 16825 -5699
420 10873 -8655
420 10999 -6730
20001 421 0
421 15911 -5400
421 12449 -6808
20001 422 0
422 17275 -9534
422 14427 -6660
422 19949 -2439
422 11139 -5335
422 15927 -33
20001 423 0
423 19058 -312
423 16092 -8250
423 16599 -427
423 15501 -4924
423 13967 -8833
423 17795 -14
423 11243 -6769
423 19532 -6305
20001 424 0
424 17663 -2708
424 10897 -3951
424 11614 -529
20001 425 0
425 12105 -6795
20001 426 0
426 11004 -1999
426 12153 -6189
426 15310 -2587
426 10916 -8378
426 18299 -8933
20001 427 0
427 15930 -7254
20001 428 0
428 16839 -5074
428 15119 -7829
428 10998 -4719
428 18479 -838
428 19955 -1121
428 16302 -4551
20001 429 0
429 17545 -726
429 15219 -3307
429 12280 -7137
429 18426 -9319
429 19777 -9035
20001 430 0
430 11933 -2804
430 14276 -5874
430 14749 -7318
430 15373 -8822
430 17596 -1456
430 16477 -9550
430 10253 -5874
20001 431 0
431 12178 -2821
431 10647 -6149
431 19386 -967
20001 432 0
432 17391 -2776
432 16026 -2622
432 19327 -5663
432 14699 -3767
432 18218 -9537
432 19664 -2356
432 14833 -2461
432 11851 -6865
432 18597 -9003
432 10758 -8426
20001 433 0
433 16974 -1156
433 18026 -3272
433 15084 -913
433 14513 -2078
433 16994 -3456
433 16396 -8095
433 14025 -4167
20001 434 0
434 13391 -3741
434 17255 -9432
434 19556 -2550
20001 435 0
435 12594 -3569
435 18299 -8733
435 14605 -3468
20001 436 0
436 15269 -4300
436 15305 -1867
436 18501 -8520
436 10294 -9207
20001 437 0
437 17998 -6120
437 15032 -3492
437 16820 -5584
437 12711 -8693
437 12583 -6588
20001 438 0
438 17757 -3388
438 13598 -5055
438 14308 -3567
438 15953 -6569
438 10418 -4755
20001 439 0
439 14246 -855
439 10543 -9732
439 11435 -979
439 17032 -9028
439 13509 -1567
439 17505 -7397
439 14002 -7992
439 12667 -3642
439 14305 -6638
20001 440 0
440 11786 -8300
440 14635 -7020
20001 441 0
441 17673 -2007
441 14472 -5065
441 18227 -3361
20001 442 0
442 17032 -6308
20001 443 0
443 17163 -9020
443 11833 -7581
443 10063 -5378
443 19035 -4977
443 19706 -5698
20001 444 0
444 15328 -7016
444 14951 -4984
444 13455 -5724
20001 445 0
445 16873 -8722
445 17939 -4126
445 14865 -7822
445 12353 -7605
445 11625 -8687
445 14409 -8340
445 11228 -1554
445 10387 -5613
20001 446 0
446 10243 -1063
446 12058 -3017
20001 447 0
447 13222 -2828
447 17715 -5575
447 19295 -2880
447 13579 -4675
20001 448 0
448 10847 -2685
20001 449 0
449 12356 -8964
449 15325 -3979
20001 450 0
450 14192 -9111
450 13218 -3847
450 16780 -7965
450 15988 -9797
450 13819 -7168
450 18499 -8223
450 17489 -8637
20001 451 0
451 18684 -6528
451 14611 -1254
451 10829 -7241
451 16233 -8249
451 18055 -7910
20001 452 0
452 15646 -4652
452 13436 -9303
452 11565 -5935
452 11202 -2991
452 10755 -4314
452 10263 -3862
20001 453 0
453 11063 -2034
453 12732 -5481
453 14561 -5020
453 12635 -3856
453 17221 -693
453 10905 -1036
453 14415 -3824
453 14118 -2519
453 10335 -2113
20001 454 0
454 18795 -1963
454 14164 -9293
454 12838 -9813
454 13793 -3999
454 16904 -1909
20001 455 0
455 16530 -5489
455 15690 -1708
455 10385 -3548
455 12111 -9554
455 13934 -3570
455 17160 -6105
455 19657 -3352
20001 456 0
456 10397 -9275
456 17385 -5993
456 12684 -6812
456 16041 -712
456 18399 -4416
456 15622 -8842
456 19284 -8369
20001 457 0
457 11512 -3693
457 15632 -6979
457 16681 -546
457 12485 -2445
457 19883 -150
457 19263 -1761
457 18130 -3206
457 15901 -7320
457 12185 -7844
20001 458 0
458 15384 -5203
458 10706 -5905
458 15527 -5456
458 10441 -9644
458 19186 -2441
20001 459 0
459 14053 -1394
459 14674 -6972
459 15916 -6380
20001 460 0
460 16309 -6615
460 13177 -1820
460 14973 -6360
460 12844 -8212
20001 461 0
461 11262 -1923
461 10220 -5380
461 13088 -5202
461 17991 -8478
461 12747 -4756
461 10298 -7657
461 13367 -2370
20001 462 0
462 11011 -9196
462 15574 -7848
462 17770 -848
462 16895 -2919
20001 463 0
463 17575 -1396
463 15603 -7200
463 14715 -3818
20001 464 0
464 16851 -3956
464 17919 -9392
464 11678 -7944
464 19367 -7733
464 17202 -7834
20001 465 0
465 18806 -2850
465 12308 -9753
465 10083 -9815
465 12471 -4643
465 15486 -4702
465 10087 -8728
20001 466 0
466 19763 -3214
466 11613 -9086
20001 467 0
467 13252 -6482
467 10957 -4928
467 11296 -1768
467 19035 -5756
20001 468 0
468 16376 -6133
468 10576 -1010
468 13808 -1221
468 18526 -3126
468 17669 -6490
20001 469 0
469 11759 -2112
469 18182 -1749
469 13595 -1757
469 12971 -9477
469 14850 -4821
20001 470 0
470 14805 -3657
470 15091 -5899
470 16819 -7446
470 14465 -1792
470 19839 -2673
20001 471 0
471 13896 -526
471 17059 -4770
471 14056 -4268
471 11928 -7471
20001 472 0
472 18692 -3388
472 12492 -6479
472 10748 -9141
472 18492 -8091
472 15502 -481
472 10064 -2703
472 18339 -4099
20001 473 0
473 19162 -1129
473 12498 -4358
473 12331 -2617
473 16708 -606
473 13680 -4354
20001 474 0
474 18832 -5759
474 12917 -332
474 13760 -9751
474 15642 -8915
474 17993 -3749
20001 475 0
475 19098 -9263
475 18799 -1374
475 11775 -9461
475 19707 -4150
475 14893 -3141
475 17473 -8568
20001 476 0
476 17084 -801
476 12381 -7435
476 14226 -2845
476 10671 -5411
20001 477 0
477 19171 -4284
477 17866 -8794
477 16817 -7682
20001 478 0
478 14151 -4819
478 16591 -4005
478 13496 -7820
478 10703 -8296
20001 479 0
479 13388 -4867
479 17412 -6010
479 12045 -8746
479 18388 -3206
20001 480 0
480 19641 -8177
480 17619 -6217
480 11063 -9126
480 12062 -2601
480 10102 -4820
480 14377 -3475
480 11529 -3482
20001 481 0
481 19866 -2842
481 11379 -640
481 18510 -6837
20001 482 0
482 19327 -520
482 11833 -5345
482 12001 -4667
482 14717 -2861
482 16769 -4842
482 17456 -7490
482 15272 -8594
20001 483 0
483 13008 -8339
20001 484 0
484 17268 -8867
484 11141 -4978
484 11186 -4519
484 14111 -9532
484 10286 -7520
484 16340 -9041
484 10930 -2325
20001 485 0
485 16276 -9071
485 11855 -2346
485 10819 -8219
485 12995 -7051
485 11321 -7791
485 15832 -2885
20001 486 0
486 16738 -5805
486 17814 -524
486 19658 -8293
486 17387 -1985
486 19729 -1001
20001 487 0
487 14136 -3935
487 11146 -889
487 17405 -2907
487 11873 -9988
487 17138 -5273
20001 488 0
488 18126 -5783
488 16361 -9025
488 18542 -115
488 16966 -6858
20001 489 0
489 11009 -3252
489 11025 -7135
20001 490 0
490 17308 -731
490 11739 -6323
490 15225 -8294
490 19733 -3895
490 18517 -2689
