2002 7000
1560 2002 0
1561 2002 0
1562 2002 0
1563 2002 0
1564 2002 0
1565 2002 0
1566 2002 0
1567 2002 0
1568 2002 0
1569 2002 0
1570 2002 0
1571 2002 0
1572 2002 0
1573 2002 0
1574 2002 0
1575 2002 0
1576 2002 0
1577 2002 0
1578 2002 0
1579 2002 0
1580 2002 0
1581 2002 0
1582 2002 0
1583 2002 0
1584 2002 0
1585 2002 0
1586 2002 0
1587 2002 0
1588 2002 0
1589 2002 0
1590 2002 0
1591 2002 0
1592 2002 0
1593 2002 0
1594 2002 0
1595 2002 0
1596 2002 0
1597 2002 0
1598 2002 0
1599 2002 0
1600 2002 0
1601 2002 0
1602 2002 0
1603 2002 0
1604 2002 0
1605 2002 0
1606 2002 0
1607 2002 0
1608 2002 0
1609 2002 0
1610 2002 0
1611 2002 0
1612 2002 0
1613 2002 0
1614 2002 0
1615 2002 0
1616 2002 0
1617 2002 0
1618 2002 0
1619 2002 0
1620 2002 0
1621 2002 0
1622 2002 0
1623 2002 0
1624 2002 0
1625 2002 0
1626 2002 0
1627 2002 0
1628 2002 0
1629 2002 0
1630 2002 0
1631 2002 0
1632 2002 0
1633 2002 0
1634 2002 0
1635 2002 0
1636 2002 0
1637 2002 0
1638 2002 0
1639 2002 0
1640 2002 0
1641 2002 0
1642 2002 0
1643 2002 0
1644 2002 0
1645 2002 0
1646 2002 0
1647 2002 0
1648 2002 0
1649 2002 0
1650 2002 0
1651 2002 0
1652 2002 0
1653 2002 0
1654 2002 0
1655 2002 0
1656 2002 0
1657 2002 0
1658 2002 0
1659 2002 0
1660 2002 0
1661 2002 0
1662 2002 0
1663 2002 0
1664 2002 0
1665 2002 0
1666 2002 0
1667 2002 0
1668 2002 0
1669 2002 0
1670 2002 0
1671 2002 0
1672 2002 0
1673 2002 0
1674 2002 0
1675 2002 0
1676 2002 0
1677 2002 0
1678 2002 0
1679 2002 0
1680 2002 0
1681 2002 0
1682 2002 0
1683 2002 0
1684 2002 0
1685 2002 0
1686 2002 0
1687 2002 0
1688 2002 0
1689 2002 0
1690 2002 0
1691 2002 0
1692 2002 0
1693 2002 0
1694 2002 0
1695 2002 0
1696 2002 0
1697 2002 0
1698 2002 0
1699 2002 0
1700 2002 0
1701 2002 0
1702 2002 0
1703 2002 0
1704 2002 0
1705 2002 0
1706 2002 0
1707 2002 0
1708 2002 0
1709 2002 0
1710 2002 0
1711 2002 0
1712 2002 0
1713 2002 0
1714 2002 0
1715 2002 0
1716 2002 0
1717 2002 0
1718 2002 0
1719 2002 0
1720 2002 0
1721 2002 0
1722 2002 0
1723 2002 0
1724 2002 0
1725 2002 0
1726 2002 0
1727 2002 0
1728 2002 0
1729 2002 0
1730 2002 0
1731 2002 0
1732 2002 0
1733 2002 0
1734 2002 0
1735 2002 0
1736 2002 0
1737 2002 0
1738 2002 0
1739 2002 0
1740 2002 0
1741 2002 0
1742 2002 0
1743 2002 0
1744 2002 0
1745 2002 0
1746 2002 0
1747 2002 0
1748 2002 0
1749 2002 0
1750 2002 0
1751 2002 0
1752 2002 0
1753 2002 0
1754 2002 0
1755 2002 0
1756 2002 0
1757 2002 0
1758 2002 0
1759 2002 0
1760 2002 0
1761 2002 0
1762 2002 0
1763 2002 0
1764 2002 0
1765 2002 0
1766 2002 0
1767 2002 0
1768 2002 0
1769 2002 0
1770 2002 0
1771 2002 0
1772 2002 0
1773 2002 0
1774 2002 0
1775 2002 0
1776 2002 0
1777 2002 0
1778 2002 0
1779 2002 0
1780 2002 0
1781 2002 0
1782 2002 0
1783 2002 0
1784 2002 0
1785 2002 0
1786 2002 0
1787 2002 0
1788 2002 0
1789 2002 0
1790 2002 0
1791 2002 0
1792 2002 0
1793 2002 0
1794 2002 0
1795 2002 0
1796 2002 0
1797 2002 0
1798 2002 0
1799 2002 0
1800 2002 0
1801 2002 0
1802 2002 0
1803 2002 0
1804 2002 0
1805 2002 0
1806 2002 0
1807 2002 0
1808 2002 0
1809 2002 0
1810 2002 0
1811 2002 0
1812 2002 0
1813 2002 0
1814 2002 0
1815 2002 0
1816 2002 0
1817 2002 0
1818 2002 0
1819 2002 0
1820 2002 0
1821 2002 0
1822 2002 0
1823 2002 0
1824 2002 0
1825 2002 0
1826 2002 0
1827 2002 0
1828 2002 0
1829 2002 0
1830 2002 0
1831 2002 0
1832 2002 0
1833 2002 0
1834 2002 0
1835 2002 0
1836 2002 0
1837 2002 0
1838 2002 0
1839 2002 0
1840 2002 0
1841 2002 0
1842 2002 0
1843 2002 0
1844 2002 0
1845 2002 0
1846 2002 0
1847 2002 0
1848 2002 0
1849 2002 0
1850 2002 0
1851 2002 0
1852 2002 0
1853 2002 0
1854 2002 0
1855 2002 0
1856 2002 0
1857 2002 0
1858 2002 0
1859 2002 0
1860 2002 0
1861 2002 0
1862 2002 0
1863 2002 0
1864 2002 0
1865 2002 0
1866 2002 0
1867 2002 0
1868 2002 0
1869 2002 0
1870 2002 0
1871 2002 0
1872 2002 0
1873 2002 0
1874 2002 0
1875 2002 0
1876 2002 0
1877 2002 0
1878 2002 0
1879 2002 0
1880 2002 0
1881 2002 0
1882 2002 0
1883 2002 0
1884 2002 0
1885 2002 0
1886 2002 0
1887 2002 0
1888 2002 0
1889 2002 0
1890 2002 0
1891 2002 0
1892 2002 0
1893 2002 0
1894 2002 0
1895 2002 0
1896 2002 0
1897 2002 0
1898 2002 0
1899 2002 0
1900 2002 0
1901 2002 0
1902 2002 0
1903 2002 0
1904 2002 0
1905 2002 0
1906 2002 0
1907 2002 0
1908 2002 0
1909 2002 0
1910 2002 0
1911 2002 0
1912 2002 0
1913 2002 0
1914 2002 0
1915 2002 0
1916 2002 0
1917 2002 0
1918 2002 0
1919 2002 0
1920 2002 0
1921 2002 0
1922 2002 0
1923 2002 0
1924 2002 0
1925 2002 0
1926 2002 0
1927 2002 0
1928 2002 0
1929 2002 0
1930 2002 0
1931 2002 0
1932 2002 0
1933 2002 0
1934 2002 0
1935 2002 0
1936 2002 0
1937 2002 0
1938 2002 0
1939 2002 0
1940 2002 0
1941 2002 0
1942 2002 0
1943 2002 0
1944 2002 0
1945 2002 0
1946 2002 0
1947 2002 0
1948 2002 0
1949 2002 0
1950 2002 0
1951 2002 0
1952 2002 0
1953 2002 0
1954 2002 0
1955 2002 0
1956 2002 0
1957 2002 0
1958 2002 0
1959 2002 0
1960 2002 0
1961 2002 0
1962 2002 0
1963 2002 0
1964 2002 0
1965 2002 0
1966 2002 0
1967 2002 0
1968 2002 0
1969 2002 0
1970 2002 0
1971 2002 0
1972 2002 0
1973 2002 0
1974 2002 0
1975 2002 0
1976 2002 0
1977 2002 0
1978 2002 0
1979 2002 0
1980 2002 0
1981 2002 0
1982 2002 0
1983 2002 0
1984 2002 0
1985 2002 0
1986 2002 0
1987 2002 0
1988 2002 0
1989 2002 0
1990 2002 0
1991 2002 0
1992 2002 0
1993 2002 0
1994 2002 0
1995 2002 0
1996 2002 0
2001 1997 0
1998 2002 0
1999 2002 0
2000 2002 0
2001 2002

Output:
Max-flow:		 994
Max-flow is verified
Min-cost max-flow:	-7002573
